state,state_code,serial_no,blood_bank_name,address,phone,email,category,is_available,total_units,stock_O_pos,stock_O_neg,stock_A_pos,stock_A_neg,stock_B_pos,stock_B_neg,stock_AB_pos,stock_AB_neg,raw_availability,last_updated,type,scraped_at
Assam,18,56,Greater Jorhat Lions Blood Centre,"Lions Multiple Service Centre, SONALI JAYANTI NAGAR,TARAJAN,, , Sonali Jayanti Nagar, Jorhat, Assam",09854665019,dranimesh@yahoo.com,Private,True,140,38,3,12,1,74,3,9,0,"Available, AB+Ve:9, B+Ve:74, A-Ve:1, O-Ve:3, B-Ve:3, A+Ve:12, O+Ve:38",2026-04-06 09:46:50,Blood Bank,2026-04-07T19:23:49.573013
Assam,18,57,Ms Swargadew Siu ka pha Multispeciallity Hospital,"Rajabari ChahBagicha Demow SibsagarAssam , , , Sivasagar, Assam",9600024026,-,Private,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-04-06 08:48:35,Blood Bank,2026-04-07T19:23:49.573022
Assam,18,58,Diphu Medical College And  Hospital Blood Centre,"Diphu Medical College and Hospital, Diphu, , Diphu, Karbi Anglong, Assam",8136029371,bloodbank.diphu@gmail.com,Govt.,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-04-05 08:17:27.639,Blood Bank,2026-04-07T19:23:49.573030
Assam,18,59,North East Cancer Hospital And Research Institute Blood Centre,"11th Mile, Amerigog, Jorabat, Guwahati - 781023, Assam, , Guwahati, Kamrup Metro, Assam",9854884861,drgnahmed@gmail.com,Private,True,10,5,0,4,0,0,0,1,0,"Available, A+Ve:4, O+Ve:5, AB+Ve:1",2026-04-05 10:43:59,Blood Bank,2026-04-07T19:23:49.573038
Assam,18,60,M/S Srimanta Sankardeva Hospital And Research Institute (A Unit Of Basils India Pvt. Ltd.),"Mancota Rd, Ttiloi Bari, Chowkidingee, Dibrugarh, , Dibrugarh, Dibrugarh, Assam",9085532560,info@sshri.com,Private,True,4,1,0,1,0,2,0,0,0,"Available, O+Ve:1, B+Ve:2, A+Ve:1",2026-04-05 09:27:40,Blood Bank,2026-04-07T19:23:49.573047
Assam,18,61,S.K.K. C.H. Blood Centre Golaghat,"Skk civil Hospital,Golaghat, , , Golaghat, Golaghat, Assam",03774280042,bloodbank.skkchgolaghat@gmail.com,Govt.,True,84,29,1,7,1,45,0,1,0,"Available, O+Ve:29, A+Ve:7, AB+Ve:1, B+Ve:45, O-Ve:1, A-Ve:1",2026-04-04 11:35:08,Blood Bank,2026-04-07T19:23:49.573056
Assam,18,62,"Blood Centre, Apollo Hospitals Guwahati","Lotus Tower, G.S Road, , Guwahati, Kamrup, Assam",0361-2347700/01/02/03/05/06,deepa.bhuyan@apollohospitalsguwahati.com,Private,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-04-04 10:07:39,Blood Bank,2026-04-07T19:23:49.573063
Assam,18,63,Health City Guwahati Blood Centre,"Health City Hospital,N.H.37,Koinadhara,Khanapara, , Guwahati, Kamrup, Assam",3617105000,healthcitybb18@gmail.com,Private,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-04-04 01:31:55,Blood Bank,2026-04-07T19:23:49.573075
Assam,18,64,Accf Barpeta Blood Centre,"FAAMCH campus, Jyotigaon, Jania Road . District Barpeta Asaa, , Barpeta, Barpeta, Assam",9864276502,bloodcentrebarpeta@gmail.com,Private,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-04-04 00:37:52,Blood Bank,2026-04-07T19:23:49.573085
Assam,18,65,Santosh Kumar Roy Civil Hospital Blood Centre,"Lala Road, Hailakandi Town , , HAILAKANDI, Hailakandi, Assam",6002278547,bloodbank.hailakandi@gmail.com,Govt.,True,10,2,0,5,0,2,0,1,0,"Available, B+Ve:2, A+Ve:5, AB+Ve:1, O+Ve:2",2026-04-03 10:15:52,Blood Bank,2026-04-07T19:23:49.573094
Assam,18,66,Ms Guwahati Metro Hospital Pvt Ltd  Khanapara,"KHANAPARA NH 37 GUWAHATI, , KAMRUP, Kamrup Metro, Assam",7002757368,guwahatimetrohospitalhr@gmail.com,Private,True,5,1,0,0,0,4,0,0,0,"Available, O+Ve:1, B+Ve:4",2026-04-01 10:03:33,Blood Bank,2026-04-07T19:23:49.573103
Assam,18,67,Saharia'S Blood Centre,"KRINE VISTA, ANANDA NAGAR, BY LANE -3, G S ROAD, GUWAHATI, , Guwahati, Kamrup Metro, Assam",9864097823,Sahariabloodbank@gmail.com,Charitable/Vol,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-03-31 09:10:33,Blood Bank,2026-04-07T19:23:49.573110
Assam,18,68,State Of The Art Model Blood Centre,"Assam Medical College & Hospital, Dibrugarh, , Dibrugarh, Dibrugarh, Assam",9435033505,aidscontrolsdib@gmail.com,Govt.,True,302,132,5,0,0,158,1,5,1,"Available, AB-Ve:1, AB+Ve:5, O+Ve:132, B-Ve:1, O-Ve:5, B+Ve:158",2026-03-27 13:27:03,Blood Bank,2026-04-07T19:23:49.573120
Assam,18,69,Apeksha Blood Bank Center,"Apeksha Healthcare LLP, Basement floor, Jalan Nagar, AMC Roa, , Dibrugarh, Dibrugarh, Assam",6003927339,apekshahospitals@gmail.com,Private,True,56,29,0,3,0,22,0,2,0,"Available, O+Ve:29, B+Ve:22, AB+Ve:2, A+Ve:3",2026-03-24 18:30:04,Blood Bank,2026-04-07T19:23:49.573129
Assam,18,70,State Cancer Institute Blood Centre,"STATE CANCER INSTITUTE BLOOD CENTRE , STATE CANCER INSTITUTE,GMCH ROAD,BHANGAGARH, Guwahati, Kamrup, Assam",9864711751,sci.bloodcentre@accf.in,Private,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-03-23 09:39:57,Blood Bank,2026-04-07T19:23:49.573137
Assam,18,71,Barak Blood Centre And Clinical Research Centre,"N.S.Avenue, Rangirkhari, HKD Road, Silchar, Cachar, Assam, , Silchar, Cachar, Assam",9435071314,barakbloodcentre31@gmail.com,Private,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-03-19 09:14:22,Blood Bank,2026-04-07T19:23:49.573145
Assam,18,72,"Central Hospital Blood Centre, Nf Railway","PNGB Rd, NV Area, Maligaon, , , Maligaon, Guwahati, Kamrup, Assam",7002743740,bbchnfr@gmail.com,Govt.,True,6,2,0,1,0,3,0,0,0,"Available, A+Ve:1, B+Ve:3, O+Ve:2",2026-03-13 10:19:52,Blood Bank,2026-04-07T19:23:49.573154
Assam,18,73,Narayana Hrudayalaya  Ltd Blood Centre,"Tularam Bafna Civil Hospital Complex Amingoan, , GUWAHATI, Kamrup Metro, Assam",7099072349,akankshya.sobhakashyap.dr@narayanahealth,Private,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-02-27 09:54:48,Blood Bank,2026-04-07T19:23:49.573162
Chhattisgarh,22,1,-,"Indira Gandhi Distt.Hospital kosabadi, Rajgamar Road, Korba, Korba, Chhattisgarh, -",,,Unknown,True,54,16,1,8,0,15,2,12,0,"Available, A+Ve:8, B-Ve:2, B+Ve:15, O-Ve:1, AB+Ve:12, O+Ve:16, O -ve",2026-03-01 10:20:50.816,Blood Bank,2026-04-07T19:23:56.372698
Chhattisgarh,22,2,Gautam Hospital Blood Centre,"Antagarh Road, , Bhanupratappur, Kanker, Chhattisgarh",9424275507,gautamhospital2006@gmail.com,Private,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-04-07 18:41:47.081,Blood Bank,2026-04-07T19:23:56.372721
Chhattisgarh,22,3,Suyash blood & Component centre,"Suyash Hospital Kota, Gudhiyari Road, , Raipur, Raipur, Chhattisgarh",8878484445,jansibarik@gmail.com,Private,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-04-07 18:22:18,Blood Bank,2026-04-07T19:23:56.372731
Chhattisgarh,22,4,Katghora Blood Center,"KORAM COMPLEX NEAR CIVIL COURT KATGHORA,KORBA ROAD, hokra mood katghora, Katghora, Korba, Chhattisgarh",7489312255,Katghorabloodcenter@gmail.com,Private,True,57,32,1,10,1,9,2,1,1,"Available, O+Ve:32, O-Ve:1, A+Ve:10, B+Ve:9, AB+Ve:1, B-Ve:2, A-Ve:1, AB-Ve:1",2026-04-07 17:19:42,Blood Bank,2026-04-07T19:23:56.372743
Chhattisgarh,22,5,Bilasa Blood Centre,"old District Hospital Campus, Jamat Para Ward No-24,Rajnandgaon., Rajnandgaon, Rajnandgaon, Chhattisgarh",9826173258,bilasarajnandgaon@gmail.com,Charitable/Vol,True,14,9,0,2,0,1,0,2,0,"Available, O+Ve:9, B+Ve:1, A+Ve:2, AB+Ve:2",2026-04-07 16:51:29,Blood Bank,2026-04-07T19:23:56.372753
Chhattisgarh,22,6,Jaideep Blood And Component Center,"JAIDEEP BLOOD AND COMPONENT CENTER, , Raipur, Raipur, Chhattisgarh",9111577740,Jaideep.rpr@gmail.com,Charitable/Vol,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-04-07 15:20:41,Blood Bank,2026-04-07T19:23:56.372761
Chhattisgarh,22,7,-,"Civil Surgeon cum Suptt., District Hospital Blood Bank Durg, , Durg, Durg, Chhattisgarh, -",,,Unknown,True,11,0,0,0,2,0,6,0,3,"Available, B-Ve:6, Oh-VE:1, A-Ve:2, Oh+VE:1, AB-Ve:3",2026-04-07 14:56:12,Blood Bank,2026-04-07T19:23:56.372770
Chhattisgarh,22,8,Indian Red Cross Blood Centre Raipur,"DKS SUPER SPECIALITY HOSPITAL PREMISES, NEAR SHASTRI CHOWK, , , Raipur, Raipur, Chhattisgarh",7712880111,redcrossbloodbank2008@gmail.com,Red Cross ,True,131,30,3,41,3,47,1,6,0,"Available, A+Ve:41, A-Ve:3, O-Ve:3, AB+Ve:6, B-Ve:1, B+Ve:47, O+Ve:30",2026-04-07 13:31:15,Blood Bank,2026-04-07T19:23:56.372783
Chhattisgarh,22,9,Aashirwad Blood Centre,"Near pallav bhawan ring road no. 2, , , Bilaspur, Bilaspur, Chhattisgarh",9425208433,aashirwadblood@gmail.com,Charitable/Vol,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-04-07 13:08:21,Blood Bank,2026-04-07T19:23:56.372791
Chhattisgarh,22,10,"Shivnath Blood Centre, Devendra Nagar","Shivnath Blood Bank,raipur, Devendra Nagar, devendra nagar, Raipur, Chhattisgarh",7987344161,-,Charitable/Vol,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-04-07 13:01:34,Blood Bank,2026-04-07T19:23:56.372799
Chhattisgarh,22,11,Dhamtari Blood Centre And Component Center Of Care For Human  And Health Society,"1st floor, Raza Market, Ratnabandha chowk dhamtari, Dhamtari, Dhamtari, Chhattisgarh",8871586620,dr.neelendrachakravarty@gmail.com,Charitable/Vol,True,39,15,0,8,0,16,0,0,0,"Available, B+Ve:16, O+Ve:15, A+Ve:8",2026-04-07 11:34:12,Blood Bank,2026-04-07T19:23:56.372892
Chhattisgarh,22,12,M/S. Ramkirshna Care Medical Sciences Pvt Ltd,"Ramkrishna Care Medical Sciences Pvt. Ltd., 4th Floor, Aurob, , Raipur, Raipur, Chhattisgarh",7772964135,carebloodbank@gmail.com,Private,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-04-07 11:33:25,Blood Bank,2026-04-07T19:23:56.372982
Chhattisgarh,22,13,Lifeline Blood Centre,"1st,2nd Floor,Hare Krishna Tower,Near Kamla College , Rajnan, , Rajnandgaon, Rajnandgaon, Chhattisgarh",9685047557,Lifelinebloodcentre123@gmail,Private,True,5,2,0,1,0,2,0,0,0,"Available, O+Ve:2, A+Ve:1, B+Ve:2",2026-04-07 11:27:23,Blood Bank,2026-04-07T19:23:56.373102
Chhattisgarh,22,14,Narayana Hrudayalaya Mmi Blood Centre,"NHMMI Hospital Campus, Lalpur, Dhamtari Road, , Raipur, Raipur, Chhattisgarh",9109972181,info.rpr@narayanahealth.org,Private,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-04-07 11:25:35,Blood Bank,2026-04-07T19:23:56.373194
Chhattisgarh,22,15,-,"NH 43, Govindpur, Kanker, , Kanker, Kanker, Chhattisgarh, -",,,Unknown,False,0,0,0,0,0,0,0,0,0,"Available, B +ve, O +ve, A +ve, AB +ve, B -ve, O -ve",2026-03-15 09:40:46,Blood Bank,2026-04-07T19:23:56.373321
Chhattisgarh,22,16,Raigarh Blood Centre,"Sanjivani Nursing Home, Sawadia Campur. , In front of Kirodimal Dict. Hospital Raigarh., Raigarh, Raigarh, Chhattisgarh",9826139366,pgolupandey0@gmail.com,Charitable/Vol,True,6,0,2,0,0,2,0,2,0,"Available, B+Ve:2, O-Ve:2, AB+Ve:2",2026-04-07 11:21:26,Blood Bank,2026-04-07T19:23:56.373499
Chhattisgarh,22,17,Nmdc Project Hospital Blood Centre,"NMDC Project Hospital Blood Centre, Bailadila Iron Ore Mine,, , Kirandul, Dantewada, Chhattisgarh",8984399258,purnimapatel@nmdc.co.in,Govt.,True,3,1,0,1,0,1,0,0,0,"Available, B+Ve:1, A+Ve:1, O+Ve:1",2026-04-07 11:19:46,Blood Bank,2026-04-07T19:23:56.373601
Chhattisgarh,22,18,Aashirwad Blood Centre Bhatapara,"Near bhrigu hospital Mata devalaya ward Bhatapara, , Bhatapara, Baloda Bazaar, Chhattisgarh",9425208433,shrilekhabda@gmail.com,Charitable/Vol,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-04-07 11:15:54,Blood Bank,2026-04-07T19:23:56.373689
Chhattisgarh,22,19,-,"K.G.HOSPITAL BLOOD BANK, , Raigarh, Raigarh, Chhattisgarh, -",,,Unknown,True,73,29,0,24,0,17,0,3,0,"Available, B+Ve:17, O+Ve:29, A+Ve:24, AB+Ve:3",2026-04-07 11:07:19,Blood Bank,2026-04-07T19:23:56.373805
Chhattisgarh,22,20,-,"Basantpur. Rajnandgaon, , Rajnandgaon, Rajnandgaon, Chhattisgarh, -",,,Unknown,True,68,38,1,21,0,7,0,1,0,"Available, O-Ve:1, B+Ve:7, AB+Ve:1, O+Ve:38, A+Ve:21",2026-04-07 11:03:16,Blood Bank,2026-04-07T19:23:56.373981
Chhattisgarh,22,21,-,"Dr. B.R. Ambedkar Memorial Hospital, , Raipur, Raipur, Chhattisgarh, -",,,Unknown,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-04-07 10:55:59,Blood Bank,2026-04-07T19:23:56.374051
Chhattisgarh,22,22,Good Hope Blood Center,"2nd Floor, Shaily Heights, Near AIIMS, Gate no. 1,, GE road, Tatibandh, Raipur Chhattisgarh, Raipur, Raipur, Chhattisgarh",8819835696,goodhopebccraipur@gmail.com,Private,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-04-07 10:54:34,Blood Bank,2026-04-07T19:23:56.374154
Chhattisgarh,22,23,Government Medical College Rajnandgaon GMC,"Bharat Ratna Lt. Shri Atal Bihari Vajpayee Memorial Governme, , Rajnandgaon, Rajnandgaon, Chhattisgarh",8818967626,bloodcentregmchrjn@gmail.com,Govt.,True,7,4,0,2,0,1,0,0,0,"Available, O+Ve:4, A+Ve:2, B+Ve:1",2026-04-07 10:48:58,Blood Bank,2026-04-07T19:23:56.374265
Chhattisgarh,22,24,Blood Centre Govt Medical College Dimrapal,"Late BRKM Medical College, , Jagdalpur, Bastar, Chhattisgarh",7782292879,bloodbankbrkmmedicalcollegejdp@gmail.com,Govt.,True,184,61,1,49,2,47,0,24,0,"Available, AB+Ve:24, A+Ve:49, O-Ve:1, O+Ve:61, A-Ve:2, B+Ve:47",2026-04-07 10:45:30,Blood Bank,2026-04-07T19:23:56.374381
Chhattisgarh,22,25,-,"All India Institute of Medical Sciences, Gate No 1, Hospital block 1, Trauma Unit,1st Basement AIIMS, Tatibandh, Raipur, Raipur, Chhattisgarh, -",,,Unknown,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-04-07 10:42:03,Blood Bank,2026-04-07T19:23:56.374451
Chhattisgarh,22,26,Arogya Blood Center,"Gaurav Path Main Road, , Baloda bazar, Baloda Bazaar, Chhattisgarh",8462006163,arogyablood@gmail.com,Charitable/Vol,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-04-07 10:33:58,Blood Bank,2026-04-07T19:23:56.374543
Chhattisgarh,22,27,District Hospital Blood Centre Ambikapur Distt. Surguja,"Civil Surgeon cum Suptt., District Hospital in medical colle, , Ambikapur, Surguja, Chhattisgarh",9131934620,bloodbankgmcambikapur@gmal.com,Govt.,True,30,5,1,17,0,3,2,2,0,"Available, AB+Ve:2, B-Ve:2, O+Ve:5, A+Ve:17, B+Ve:3, O-Ve:1",2026-04-07 10:33:15,Blood Bank,2026-04-07T19:23:56.374672
Chhattisgarh,22,28,Manav Seva Blood Bank,"Opposite Rajkumar College,Thakur Tower, 2nd floor, G.E.Road , , Raipur, Raipur, Chhattisgarh",8889433324,Manavsevabloodbank1@gmail.com,Private,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-04-07 10:32:58,Blood Bank,2026-04-07T19:23:56.374758
Chhattisgarh,22,29,Yogi Charitable Blood Centre,"1st Floor, Yogi Complex, Near Bank of Baroda, Raipur Road, K, , Kawardha, Kabirdham, Chhattisgarh",7770000654,yogibloodbank@gmail.com,Charitable/Vol,False,0,0,0,0,0,0,0,0,0,"Available, O +ve, A +ve",2026-03-01 15:47:22.452,Blood Bank,2026-04-07T19:23:56.374867
Chhattisgarh,22,30,Bhoramdev Blood Centre,"1st Floor ,Sethiya Plaza ,Azad Chowk, Raipur Road, , Kawardha, Kabirdham, Chhattisgarh",7470915103,bbc822023@gmail.com,Private,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-04-07 10:19:04,Blood Bank,2026-04-07T19:23:56.374975
Chhattisgarh,22,31,Hanshwhini Blood Centre,"Infront of RK Petrol pump, RQ Square Buliding seepat road , , Bilaspur, Bilaspur, Chhattisgarh",9993982998,hanswahinibb@gmail.com,Charitable/Vol,True,11,2,0,3,0,3,0,3,0,"Available, AB+Ve:3, B+Ve:3, O+Ve:2, A+Ve:3",2026-04-07 10:08:48,Blood Bank,2026-04-07T19:23:56.375079
Chhattisgarh,22,32,Apna Blood Centre,"H. No. 245/4 sec. 4, near yashoda children hospital, opp. Mi, , Raipur, Raipur, Chhattisgarh",7722856950,apnabloodctr@gmail.com,Charitable/Vol,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-04-07 10:04:43,Blood Bank,2026-04-07T19:23:56.375165
Chhattisgarh,22,33,Late Shri Lakhiram Agrawal Mem Govt Medical College Associated  Sant Baba Guru Ghasidas Ji Memo Govt,"Sant Baba Guru Ghasidas Ji Memo Govt Hospital, parisar, 1st floor, dist-raigarh c.g., Raigarh, Raigarh, Chhattisgarh",9993540060,sbggm-bloodcentre@cg.gov.in,Govt.,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-04-07 09:53:23,Blood Bank,2026-04-07T19:23:56.375255
Chhattisgarh,22,34,Shree Ram Blood And Component Centre,"2nd floor, Mishra complex Nehru nagar bilaspur , , Bilaspur , Bilaspur, Chhattisgarh",7752422333,bloodcentreshreeram.@gmail.com,Charitable/Vol,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-04-07 09:52:29,Blood Bank,2026-04-07T19:23:56.375358
Chhattisgarh,22,35,Balaji Charitable Blood Centre Bilaspur,"Narmada Nagar vikas nagar behind vandana hospital mangla cho, , Bilaspur, Bilaspur, Chhattisgarh",7049709470,balajicharitablebb@gmail.com,Charitable/Vol,True,7,0,0,2,0,5,0,0,0,"Available, B+Ve:5, A+Ve:2",2026-04-07 09:50:50,Blood Bank,2026-04-07T19:23:56.375459
Chhattisgarh,22,36,R C Blood Centre,"RC Blood centre, Pawan vihar colony, New rajendra nagar, , , Raipur, Raipur, Chhattisgarh",8770861615,rcbloodcenter@gmail.com,Charitable/Vol,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-04-07 09:42:35,Blood Bank,2026-04-07T19:23:56.375545
Chhattisgarh,22,37,-,"Room No. 60, Blood Bank, District Hospital Mahasamund,, Vill. Kharora, P.O. Bemcha,, Mahasamund, Mahasamund, Chhattisgarh, -",,,Unknown,True,10,0,0,6,0,3,0,1,0,"Available, A+Ve:6, B+Ve:3, AB+Ve:1",2026-04-07 09:40:36,Blood Bank,2026-04-07T19:23:56.375658
Chhattisgarh,22,38,Shri Shankracharya Blood Centre,"Junwani, Bhilai, , Bhilai, Durg, Chhattisgarh",9589792024,ssimsb@ssimsb.ac.in,Private,True,15,3,0,5,1,3,0,3,0,"Available, A+Ve:5, B+Ve:3, A-Ve:1, O+Ve:3, AB+Ve:3",2026-04-07 09:35:47,Blood Bank,2026-04-07T19:23:56.375826
Chhattisgarh,22,39,Chandulal Chandrakar Memorial Government Medical College Hospital Blood Center,"Chandulal Chandrakar Memorial Government Medical College Hos, , Kachandur, Durg, Chhattisgarh",9827872803,bloodcenterccmgmch@gmail.com,Govt.,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-04-07 09:34:41,Blood Bank,2026-04-07T19:23:56.376000
Chhattisgarh,22,40,Holy Cross Hospital,"Holy Cross Hospital, Ambikapur, , Ambikapur, Surguja, Chhattisgarh",8718072978,hchambikapur@gmail.com,Private,True,90,41,0,14,0,27,0,8,0,"Available, AB+Ve:8, B+Ve:27, O+Ve:41, A+Ve:14",2026-04-07 09:30:19,Blood Bank,2026-04-07T19:23:56.376126
Chhattisgarh,22,41,Ramkrishna Ashram Blood Centre,"P.O- Narainpur, , Narayanpur, Narayanpur, Chhattisgarh",077812 52251,rkmvad.npr@gmail.com,Private,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-04-07 09:24:05,Blood Bank,2026-04-07T19:23:56.376218
Chhattisgarh,22,42,Bilasa Blood Centre Korba,"BILASA BLOOD BANK - KORBA, HIG -21 EXTENSION,GHATAGHAR CHOWK, Korba, Korba, Chhattisgarh",9977289767,sri.bbbkrb.1008@gmail.com,Charitable/Vol,True,33,9,0,4,0,19,1,0,0,"Available, B+Ve:19, A+Ve:4, B-Ve:1, O+Ve:9",2026-04-07 09:12:43,Blood Bank,2026-04-07T19:23:56.376323
Chhattisgarh,22,43,Central Hospital Blood Center Manendragarh,"Ward no 22, amakherwa, , Manendragarh, Koriya, Chhattisgarh",7587390236,chbchasdeo@gmail.com,Govt.,True,9,2,0,4,1,1,0,1,0,"Available, A+Ve:4, AB+Ve:1, B+Ve:1, A-Ve:1, O+Ve:2",2026-04-07 09:12:20,Blood Bank,2026-04-07T19:23:56.376458
Chhattisgarh,22,44,O.P.Jindal Hospital  Research Centre Blood Centre,"O.P. Jindal Hospital inn plaza, kharsia road, Patrapali, Raigarh, Raigarh, Chhattisgarh",8827478256,bldopjhrc@jspl.com,Charitable/Vol,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-04-07 09:12:01,Blood Bank,2026-04-07T19:23:56.376565
Chhattisgarh,22,45,-,"Civil Surgeon District Hospital, Kawardha, , Kawardha, Kabirdham, Chhattisgarh, -",,,Unknown,True,49,24,0,1,2,17,4,0,1,"Available, A-Ve:2, AB-Ve:1, B+Ve:17, A+Ve:1, O+Ve:24, B-Ve:4",2026-04-07 09:05:41,Blood Bank,2026-04-07T19:23:56.376685
Chhattisgarh,22,46,Nav Jeevan Blood Bank Centre,"APEX HOSPITAL CHHATAMUDA ROAD  BYPASS RAIGARH CHHATISGARH, , Raigarh, Raigarh, Chhattisgarh",9425252274,navjeevanbloodbankraigarh@gmail.com,Private,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-04-07 09:05:17,Blood Bank,2026-04-07T19:23:56.376788
Chhattisgarh,22,47,Balaji Blood Centre,"M/s Balaji Hospital, Dubey colony, Mowa, Raipur, , Raipur, Raipur, Chhattisgarh",9685858006,sbbc.raipur@gmail.com,Private,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-04-07 08:40:29,Blood Bank,2026-04-07T19:23:56.376871
Chhattisgarh,22,48,Bilasa Blood Centre Bilaspur,"Above Bhave Rajav Ali Chember, CIMS Chowk, Bilaspur, National Highway 200, Gond Para, Sadar Bazar, Bilaspur, Bilaspur, Chhattisgarh",9770144001,bbbbilaspur@gmail.com,Charitable/Vol,True,1,1,0,0,0,0,0,0,0,"Available, O+Ve:1",2026-04-07 08:34:18,Blood Bank,2026-04-07T19:23:56.376968
Chhattisgarh,22,49,Blood Center District Hospital Baloda Bazar,"Panchshil nagar baloda bazar district hospital baloda bazar, , baloda bazar, Baloda Bazaar, Chhattisgarh",9977375711,bloodbankdhbalodabazar.123@gmail.com,Govt.,True,66,37,0,7,0,21,0,1,0,"Available, O+Ve:37, B+Ve:21, A+Ve:7, AB+Ve:1",2026-04-07 08:33:44,Blood Bank,2026-04-07T19:23:56.377076
Chhattisgarh,22,50,Ayushman Blood Center,"Barpali Chowk Station Road, , , Champa, Janjgir - Champa, Chhattisgarh",9131014415,ayushmanbloodbank@gmail.com,Private,True,2,1,0,0,0,0,0,1,0,"Available, O+Ve:1, AB+Ve:1",2026-04-07 08:31:14,Blood Bank,2026-04-07T19:23:56.377172
Chhattisgarh,22,51,-,"Next to Jila Panchayat, , Janjgir, Janjgir - Champa, Chhattisgarh, -",,,Unknown,True,107,24,1,31,0,40,0,11,0,"Available, B+Ve:40, O-Ve:1, AB+Ve:11, A+Ve:31, O+Ve:24",2026-04-07 08:26:45,Blood Bank,2026-04-07T19:23:56.377262
Chhattisgarh,22,52,Ekta Blood Centre,"near Abhiyanta Bhawan, Magarpara, , Bilaspur, Bilaspur, Chhattisgarh",9644108882,ektabloodbank@gmail.com,Charitable/Vol,True,4,0,0,3,0,0,0,1,0,"Available, A+Ve:3, AB+Ve:1",2026-04-07 08:22:44,Blood Bank,2026-04-07T19:23:56.377371
Chhattisgarh,22,53,Maharani Hospital Blood Bank Jagdalpur,"District Hospital maharani Aspatal , Chandni Chowk Jagdalpur Bastar C.G., Jagdalpur, Bastar, Chhattisgarh",7782313436,bloodbankjagdalpur@gmail.com,Govt.,True,51,15,0,19,0,16,0,1,0,"Available, O+Ve:15, AB+Ve:1, A+Ve:19, B+Ve:16",2026-04-07 08:15:36,Blood Bank,2026-04-07T19:23:56.377481
Chhattisgarh,22,54,"Balaji Blood Centre, Bhila","Near Sparsh Hospital, Ram Nagar, Bhilai-Durg, , Durg, Durg, Chhattisgarh",6263895236,narottamverm@gmail.com,Private,False,0,0,0,0,0,0,0,0,0,Whole BloodNot Available Search for another Component,2026-04-07 08:02:57,Blood Bank,2026-04-07T19:23:56.377564
Chhattisgarh,22,55,Abhishek I Mishra Memorial Medical College And Hospital Blood Center,"First floor, hospital building, block IV, Aadhya bhawan, Abh, , Bhilai, Durg, Chhattisgarh",9325170507,drprachimendhe@gmail.com,Charitable/Vol,True,6,0,0,1,0,4,0,1,0,"Available, B+Ve:4, A+Ve:1, AB+Ve:1",2026-04-07 08:02:35,Blood Bank,2026-04-07T19:23:56.377665
